movie,genres,main_genre,subgenres,budget,release_month,release_year,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,total_profit_margin,director,birth_year,death_year
Foodfight!,"Action,Animation,Comedy",Action,"['Animation', 'Comedy']",mid,12,2012,45000000,0,73706,73706,-44926294,-60953.37,Lawrence Kasanoff,1959.0,
The Tourist,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",high,12,2010,100000000,67631157,211100212,278731369,178731369,64.12,Florian Henckel von Donnersmarck,1973.0,
Dawn of the Crescent Moon,"Drama,Sci-Fi,Thriller",Drama,"['Sci-Fi', 'Thriller']",low,7,2015,75000,8799,0,8799,-66201,-752.37,Kirk Loudon,,
Hanna,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",mid,4,2011,30000000,40259119,25084575,65343694,35343694,54.09,Joe Wright,1972.0,
Anna Karenina,"Drama,Romance",Drama,['Romance'],mid,11,2012,49000000,12816367,58188260,71004627,22004627,30.99,Joe Wright,1972.0,
Pan,"Adventure,Comedy,Family",Adventure,"['Comedy', 'Family']",high,10,2015,150000000,35088320,116437653,151525973,1525973,1.01,Joe Wright,1972.0,
Darkest Hour,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,11,2017,30000000,56443120,94364052,150807172,120807172,80.11,Joe Wright,1972.0,
The Dictator,Comedy,Comedy,[],high,5,2012,65000000,59650222,120498675,180148897,115148897,63.92,Larry Charles,1956.0,
"McFarland, USA","Biography,Drama,Sport",Biography,"['Drama', 'Sport']",mid,2,2015,17000000,44480275,1227649,45707924,28707924,62.81,Niki Caro,1967.0,
The Bronze,"Comedy,Drama,Sport",Comedy,"['Drama', 'Sport']",low,3,2016,3500000,615816,0,615816,-2884184,-468.35,Bryan Buckley,1963.0,
Turbo,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,7,2013,135000000,83028130,203868448,286896578,151896578,52.94,David Soren,1973.0,
Captain Underpants: The First Epic Movie,"Action,Animation,Comedy",Action,"['Animation', 'Comedy']",mid,6,2017,38000000,73921000,52656874,126577874,88577874,69.98,David Soren,1973.0,
Denial,Documentary,Documentary,[],mid,9,2016,10000000,4073448,5190492,9263940,-736060,-7.95,Anoosh Tertzakian,,
Patti Cake$,"Drama,Music",Drama,['Music'],low,8,2017,1000000,800148,670942,1471090,471090,32.02,Geremy Jasper,,
Deadpool,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,2,2016,58000000,363070709,437954884,801025593,743025593,92.76,Tim Miller,,
Dylan Dog: Dead of Night,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",mid,4,2011,20000000,1186538,4907187,6093725,-13906275,-228.21,Kevin Munroe,,
Five Feet Apart,"Drama,Romance",Drama,['Romance'],mid,3,2019,7000000,45729221,34775200,80504421,73504421,91.3,Justin Baldoni,1984.0,
Race,Drama,Drama,[],mid,2,2016,5000000,19115191,4630581,23745772,18745772,78.94,Kuku Surendran,,
The Man with the Iron Fists,Action,Action,[],mid,11,2012,15000000,15634090,6384898,22018988,7018988,31.88,RZA,1969.0,
The Drop,Documentary,Documentary,[],mid,9,2014,12600000,10724389,8330145,19054534,6454534,33.87,Justin Kroger,,
Hotel Transylvania,"Animation,Comedy,Family",Animation,"['Comedy', 'Family']",high,9,2012,85000000,148313048,230192764,378505812,293505812,77.54,Genndy Tartakovsky,1970.0,
Hotel Transylvania 2,"Animation,Comedy,Family",Animation,"['Comedy', 'Family']",high,9,2015,80000000,169700110,299800188,469500298,389500298,82.96,Genndy Tartakovsky,1970.0,
Hotel Transylvania 3: Summer Vacation,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,7,2018,65000000,167500092,359579870,527079962,462079962,87.67,Genndy Tartakovsky,1970.0,
Burn,Documentary,Documentary,[],low,7,2012,225000,1109276,0,1109276,884276,79.72,Brenna Sanchez,,
Please Give,"Comedy,Drama",Comedy,['Drama'],low,4,2010,3000000,4033574,536604,4570178,1570178,34.36,Nicole Holofcener,1960.0,
Enough Said,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,9,2013,8000000,17550872,8070577,25621449,17621449,68.78,Nicole Holofcener,1960.0,
The Book of Eli,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,1,2010,80000000,94835059,63915758,158750817,78750817,49.61,Albert Hughes,1972.0,
The Darkest Hour,"Documentary,News",Documentary,['News'],mid,12,2011,34800000,21443494,41388221,62831715,28031715,44.61,Robyn Short,,
Kubo and the Two Strings,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,8,2016,55000000,48023088,29525034,77548122,22548122,29.08,Travis Knight,1973.0,
Bumblebee,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,12,2018,102000000,127195589,338000000,465195589,363195589,78.07,Travis Knight,1973.0,
The Fault in Our Stars,"Drama,Romance",Drama,['Romance'],mid,6,2014,12000000,124872350,182294484,307166834,295166834,96.09,Josh Boone,1979.0,
Snow Flower and the Secret Fan,"Drama,History",Drama,['History'],mid,7,2011,6000000,1348205,10000000,11348205,5348205,47.13,Wayne Wang,1949.0,
Cyrus,"Crime,Horror,Mystery",Crime,"['Horror', 'Mystery']",mid,6,2010,7000000,7468936,2593960,10062896,3062896,30.44,Mark Vadik,,
The Best Man Holiday,"Comedy,Drama",Comedy,['Drama'],mid,11,2013,17000000,70525195,2310515,72835710,55835710,76.66,Malcolm D. Lee,1970.0,
Girls Trip,"Comedy,Drama",Comedy,['Drama'],mid,7,2017,28000000,115108515,25777838,140886353,112886353,80.13,Malcolm D. Lee,1970.0,
Barbershop: The Next Cut,"Comedy,Drama",Comedy,['Drama'],mid,4,2016,20000000,54030051,374151,54404202,34404202,63.24,Malcolm D. Lee,1970.0,
Night School,Comedy,Comedy,[],mid,9,2018,29000000,77339130,25669662,103008792,74008792,71.85,Malcolm D. Lee,1970.0,
Megamind,"Action,Animation,Comedy",Action,"['Animation', 'Comedy']",high,11,2010,130000000,148415853,173471355,321887208,191887208,59.61,Tom McGrath,1964.0,
Madagascar 3: Europe's Most Wanted,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,6,2012,145000000,216391482,530529789,746921271,601921271,80.59,Tom McGrath,1964.0,
The Boss Baby,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,3,2017,125000000,175003033,335875729,510878762,385878762,75.53,Tom McGrath,1964.0,
Hardflip,"Action,Drama",Action,['Drama'],low,6,2012,1000000,96734,0,96734,-903266,-933.76,Johnny Remo,,
All Saints,Drama,Drama,[],low,8,2017,2000000,5802208,139786,5941994,3941994,66.34,Steve Gomer,,
Knock Knock,Horror,Horror,[],low,10,2015,2000000,36336,6292180,6328516,4328516,68.4,Tobias Canto Jr.,,
Kick-Ass,"Action,Comedy",Action,['Comedy'],mid,4,2010,28000000,48071303,49459831,97531134,69531134,71.29,Matthew Vaughn,1971.0,
X-Men: First Class,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,6,2011,160000000,146408305,209000000,355408305,195408305,54.98,Matthew Vaughn,1971.0,
Kingsman: The Secret Service,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,2,2015,94000000,128261724,276300000,404561724,310561724,76.76,Matthew Vaughn,1971.0,
Kingsman: The Golden Circle,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,9,2017,104000000,100234838,308568858,408803696,304803696,74.56,Matthew Vaughn,1971.0,
I Spit on Your Grave,"Horror,Thriller",Horror,['Thriller'],low,10,2010,1750000,93051,1185420,1278471,-471529,-36.88,Steven R. Monroe,1964.0,
Rudderless,"Comedy,Drama,Music",Comedy,"['Drama', 'Music']",mid,10,2014,5000000,56001,511218,567219,-4432781,-781.49,William H. Macy,1950.0,
Ghost Rider: Spirit of Vengeance,"Action,Fantasy,Thriller",Action,"['Fantasy', 'Thriller']",high,2,2012,57000000,51774002,97443353,149217355,92217355,61.8,Brian Taylor,,
Glee: The 3D Concert Movie,"Documentary,Music",Documentary,['Music'],mid,8,2011,9000000,11862398,5600000,17462398,8462398,48.46,Jennifer Arnold,,
The Nutcracker in 3D,"Action,Family,Fantasy",Action,"['Family', 'Fantasy']",high,11,2010,90000000,195459,20270557,20466016,-69533984,-339.75,Andrey Konchalovskiy,1937.0,
Trash,Drama,Drama,[],mid,10,2015,12000000,17484,6535702,6553186,-5446814,-83.12,Hajime Gonno,,
Heli,"Crime,Drama,Romance",Crime,"['Drama', 'Romance']",low,12,2013,1000000,0,552614,552614,-447386,-80.96,Amat Escalante,1979.0,
Sinister 2,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",mid,8,2015,10000000,27740955,26363270,54104225,44104225,81.52,Ciarán Foy,,
Prometheus,"Adventure,Mystery,Sci-Fi",Adventure,"['Mystery', 'Sci-Fi']",high,6,2012,125000000,126477084,275971181,402448265,277448265,68.94,Ridley Scott,1937.0,
Exodus: Gods and Kings,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,12,2014,140000000,65014513,203300000,268314513,128314513,47.82,Ridley Scott,1937.0,
The Counselor,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",mid,10,2013,25000000,16973715,54035619,71009334,46009334,64.79,Ridley Scott,1937.0,
Alien: Covenant,"Horror,Sci-Fi,Thriller",Horror,"['Sci-Fi', 'Thriller']",high,5,2017,97000000,74262031,164259216,238521247,141521247,59.33,Ridley Scott,1937.0,
The Martian,"Adventure,Drama,Sci-Fi",Adventure,"['Drama', 'Sci-Fi']",high,10,2015,108000000,228433663,426837780,655271443,547271443,83.52,Ridley Scott,1937.0,
Fast Five,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",high,4,2011,125000000,210031325,420132129,630163454,505163454,80.16,Justin Lin,1973.0,
Star Trek Beyond,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,7,2016,185000000,158848340,176953893,335802233,150802233,44.91,Justin Lin,1973.0,
Fright Night,"Comedy,Horror",Comedy,['Horror'],mid,8,2011,30000000,18298649,22222000,40520649,10520649,25.96,Craig Gillespie,1967.0,
Million Dollar Arm,"Biography,Drama,Sport",Biography,"['Drama', 'Sport']",mid,5,2014,25000000,36447959,2769953,39217912,14217912,36.25,Craig Gillespie,1967.0,
The Finest Hours,"Action,Drama,History",Action,"['Drama', 'History']",high,1,2016,70000000,27569558,21683203,49252761,-20747239,-42.12,Craig Gillespie,1967.0,
"I, Tonya","Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",mid,12,2017,11000000,30014534,23782875,53797409,42797409,79.55,Craig Gillespie,1967.0,
Beneath Hill 60,"Drama,History,War",Drama,"['History', 'War']",mid,6,2014,9000000,0,3440939,3440939,-5559061,-161.56,Jeremy Sims,1966.0,
The Ghost Writer,"Drama,Mystery,Thriller",Drama,"['Mystery', 'Thriller']",mid,2,2010,45000000,15541549,49990942,65532491,20532491,31.33,Roman Polanski,1933.0,
Danny Collins,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",mid,3,2015,10000000,5637066,2828779,8465845,-1534155,-18.12,Dan Fogelman,,
Kin,"Action,Drama,Sci-Fi",Action,"['Drama', 'Sci-Fi']",mid,8,2018,30000000,5718096,4378725,10096821,-19903179,-197.12,Josh Baker,,
The Past is a Grotesque Animal,"Biography,Documentary,Music",Biography,"['Documentary', 'Music']",low,6,2014,100000,20056,0,20056,-79944,-398.6,Jason Miller,,
The Florida Project,Drama,Drama,[],low,10,2017,2000000,5904366,5390958,11295324,9295324,82.29,Sean Baker,1971.0,
Rough Night,"Comedy,Crime,Thriller",Comedy,"['Crime', 'Thriller']",mid,6,2017,20000000,22105643,24738714,46844357,26844357,57.31,Lucia Aniello,,
I Feel Pretty,"Comedy,Romance",Comedy,['Romance'],mid,4,2018,32000000,48795601,42758196,91553797,59553797,65.05,Marc Silverstein,,
Rise of the Guardians,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,11,2012,145000000,103412758,203488144,306900902,161900902,52.75,Peter Ramsey,,
Pirates of the Caribbean: Dead Men Tell No Tales,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,5,2017,230000000,172558876,615682261,788241137,558241137,70.82,Joachim Rønning,1972.0,
Life as We Know It,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,10,2010,38000000,53374681,52513156,105887837,67887837,64.11,Greg Berlanti,1972.0,
"Love, Simon","Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,3,2018,10000000,40826341,24694292,65520633,55520633,84.74,Greg Berlanti,1972.0,
Somewhere,"Comedy,Drama",Comedy,['Drama'],mid,12,2010,7000000,1785645,15237476,17023121,10023121,58.88,Sofia Coppola,1971.0,
Unbroken,"Biography,Drama,Sport",Biography,"['Drama', 'Sport']",high,12,2014,65000000,115637895,47889929,163527824,98527824,60.25,Angelina Jolie,1975.0,
Shazam!,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,4,2019,85000000,139606856,223292877,362899733,277899733,76.58,David F. Sandberg,,
Lights Out,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",mid,7,2016,5000000,67268835,81537675,148806510,143806510,96.64,David F. Sandberg,,
Annabelle: Creation,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",mid,8,2017,15000000,102092201,203292664,305384865,290384865,95.09,David F. Sandberg,,
Blackthorn,"Action,Adventure,Western",Action,"['Adventure', 'Western']",low,10,2011,4500000,200558,1016749,1217307,-3282693,-269.67,Mateo Gil,1972.0,
St. Vincent,"Comedy,Drama",Comedy,['Drama'],mid,10,2014,13000000,44137712,10699522,54837234,41837234,76.29,Theodore Melfi,1970.0,
Hidden Figures,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,12,2016,25000000,169607287,62164429,231771716,206771716,89.21,Theodore Melfi,1970.0,
Dheepan,"Crime,Drama",Crime,['Drama'],mid,5,2016,9000000,248795,7455562,7704357,-1295643,-16.82,Jacques Audiard,1952.0,
The Sisters Brothers,"Adventure,Comedy,Crime",Adventure,"['Comedy', 'Crime']",mid,9,2018,38000000,3143056,10000000,13143056,-24856944,-189.13,Jacques Audiard,1952.0,
The Looking Glass,Fantasy,Fantasy,[],low,10,2015,300000,1711,0,1711,-298289,-17433.61,Colin Downey,,
Late Night,"Comedy,Drama",Comedy,['Drama'],low,6,2019,4000000,246305,0,246305,-3753695,-1524.0,Nisha Ganatra,1974.0,
90 Minutes in Heaven,Drama,Drama,[],mid,9,2015,5000000,4816142,0,4816142,-183858,-3.82,Michael Polish,1970.0,
Reign of Assassins,"Action,Adventure",Action,['Adventure'],mid,11,2016,14000000,0,11354230,11354230,-2645770,-23.3,John Woo,1946.0,
The Big Year,Comedy,Comedy,[],mid,10,2011,41000000,7204138,480386,7684524,-33315476,-433.54,David Frankel,1959.0,
Hope Springs,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,8,2012,30000000,63536011,69549284,133085295,103085295,77.46,David Frankel,1959.0,
Collateral Beauty,"Drama,Romance",Drama,['Romance'],mid,12,2016,36000000,31016021,54293072,85309093,49309093,57.8,David Frankel,1959.0,
The Little Prince,Documentary,Documentary,[],high,2,2016,77500000,1311213,100717706,102028919,24528919,24.04,Nicky Maas,,
Pacific Rim,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,7,2013,190000000,101802906,309200000,411002906,221002906,53.77,Guillermo del Toro,1964.0,
Crimson Peak,"Drama,Fantasy,Horror",Drama,"['Fantasy', 'Horror']",high,10,2015,55000000,31090320,43876534,74966854,19966854,26.63,Guillermo del Toro,1964.0,
The Shape of Water,"Adventure,Drama,Fantasy",Adventure,"['Drama', 'Fantasy']",mid,12,2017,19500000,63859435,131931359,195790794,176290794,90.04,Guillermo del Toro,1964.0,
Locke,Drama,Drama,[],low,4,2014,2000000,1370646,717744,2088390,88390,4.23,Steven Knight,1959.0,
Serenity,"Drama,Mystery,Sci-Fi",Drama,"['Mystery', 'Sci-Fi']",mid,1,2019,25000000,8547045,2819984,11367029,-13632971,-119.93,Steven Knight,1959.0,
Kick-Ass 2,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",mid,8,2013,28000000,28795985,34333924,63129909,35129909,55.65,Jeff Wadlow,1976.0,
Attack the Block,"Action,Comedy,Sci-Fi",Action,"['Comedy', 'Sci-Fi']",mid,7,2011,13000000,1024175,5435008,6459183,-6540817,-101.26,Joe Cornish,1968.0,
The Kid Who Would Be King,"Action,Adventure,Family",Action,"['Adventure', 'Family']",high,1,2019,59000000,16790790,11557656,28348446,-30651554,-108.12,Joe Cornish,1968.0,
The Sessions,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",low,10,2012,1000000,6002451,5492753,11495204,10495204,91.3,Ben Lewin,1946.0,
Braid,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",low,2,2019,1660000,0,80745,80745,-1579255,-1955.85,Mitzi Peirone,,
Baggage Claim,Comedy,Comedy,[],mid,9,2013,8500000,21569509,1316327,22885836,14385836,62.86,David E. Talbert,1966.0,
Almost Christmas,"Comedy,Drama",Comedy,['Drama'],mid,11,2016,17000000,42065185,428321,42493506,25493506,59.99,David E. Talbert,1966.0,
Ricki and the Flash,"Comedy,Drama,Music",Comedy,"['Drama', 'Music']",mid,8,2015,18000000,26839498,14326535,41166033,23166033,56.27,Jonathan Demme,1944.0,2017.0
Born to Fly: Elizabeth Streb vs. Gravity,"Action,Biography,Documentary",Action,"['Biography', 'Documentary']",low,9,2014,500000,1822,0,1822,-498178,-27342.37,Catherine Gund,,
The Grace Card,Drama,Drama,[],low,2,2011,200000,2430735,0,2430735,2230735,91.77,David G. Evans,,
Step Up Revolution,"Drama,Music,Romance",Drama,"['Music', 'Romance']",mid,7,2012,33000000,35074677,130477613,165552290,132552290,80.07,Scott Speer,,
The Host,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,3,2013,50000000,26623701,37853350,64477051,14477051,22.45,Andrew Niccol,1964.0,
In Time,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,10,2011,35000000,37553932,127550020,165103952,130103952,78.8,Andrew Niccol,1964.0,
Destiny,Western,Western,[],low,12,2014,750000,0,450,450,-749550,-166566.67,John Pocino,,
Before I Fall,"Drama,Fantasy,Mystery",Drama,"['Fantasy', 'Mystery']",mid,3,2017,5000000,12241072,6704610,18945682,13945682,73.61,Ry Russo-Young,1981.0,
The Equalizer,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",high,9,2014,55000000,101530738,91372886,192903624,137903624,71.49,Antoine Fuqua,1965.0,
Southpaw,"Drama,Sport",Drama,['Sport'],mid,7,2015,30000000,52421953,41734503,94156456,64156456,68.14,Antoine Fuqua,1965.0,
Olympus Has Fallen,"Action,Thriller",Action,['Thriller'],high,3,2013,70000000,98927592,73951336,172878928,102878928,59.51,Antoine Fuqua,1965.0,
The Magnificent Seven,"Action,Adventure,Western",Action,"['Adventure', 'Western']",high,9,2016,90000000,93432655,69092501,162525156,72525156,44.62,Antoine Fuqua,1965.0,
The Equalizer 2,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",high,7,2018,77000000,102084362,88368770,190453132,113453132,59.57,Antoine Fuqua,1965.0,
Nightcrawler,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",mid,10,2014,8500000,32381218,17953200,50334418,41834418,83.11,Dan Gilroy,1959.0,
"Roman J. Israel, Esq.","Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",mid,11,2017,22000000,11962712,1004300,12967012,-9032988,-69.66,Dan Gilroy,1959.0,
The Invitation,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",low,4,2016,1000000,231738,123098,354836,-645164,-181.82,Karyn Kusama,1968.0,
Destroyer,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,12,2018,9000000,1533324,2147772,3681096,-5318904,-144.49,Karyn Kusama,1968.0,
Paul,Drama,Drama,[],mid,3,2011,40000000,37412945,63749161,101162106,61162106,60.46,Marcelo Felix,,
They Came Together,"Comedy,Romance",Comedy,['Romance'],low,6,2014,3000000,0,82780,82780,-2917220,-3524.06,David Wain,1969.0,
Another Happy Day,"Comedy,Drama",Comedy,['Drama'],low,11,2011,4000000,9120,969407,978527,-3021473,-308.78,Sam Levinson,,
Homefront,Drama,Drama,[],mid,11,2013,22000000,20158492,31536870,51695362,29695362,57.44,Chip Rossetti,,
Due Date,"Adventure,Comedy",Adventure,['Comedy'],high,11,2010,65000000,100539043,111200000,211739043,146739043,69.3,Todd Phillips,1970.0,
The Hangover Part II,"Comedy,Mystery",Comedy,['Mystery'],high,5,2011,80000000,254464305,332000000,586464305,506464305,86.36,Todd Phillips,1970.0,
War Dogs,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",high,8,2016,50000000,43034523,43199980,86234503,36234503,42.02,Todd Phillips,1970.0,
Sicario: Day of the Soldado,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,6,2018,35000000,50065850,25819346,75885196,40885196,53.88,Stefano Sollima,1966.0,
Child 44,"Crime,Drama,History",Crime,"['Drama', 'History']",high,4,2015,50000000,1224330,6779891,8004221,-41995779,-524.67,Daniel Espinosa,1977.0,
Safe House,"Action,Adventure,Crime",Action,"['Adventure', 'Crime']",high,2,2012,85000000,126181630,82360532,208542162,123542162,59.24,Daniel Espinosa,1977.0,
Triangle,Documentary,Documentary,[],mid,2,2010,12000000,0,1594955,1594955,-10405045,-652.37,Costanza Quatriglio,1973.0,
The Theory of Everything,"Biography,Drama,Romance",Biography,"['Drama', 'Romance']",mid,11,2014,15000000,35893537,87434155,123327692,108327692,87.84,James Marsh,1963.0,
Thunder and the House of Magic,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",mid,9,2014,34000000,4091,62578429,62582520,28582520,45.67,Ben Stassen,,
No Strings Attached,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,1,2011,25000000,70662220,78565858,149228078,124228078,83.25,Brenton Morris,,
Saving Mr. Banks,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",mid,12,2013,35000000,83299761,31662764,114962525,79962525,69.56,John Lee Hancock,1956.0,
The Founder,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,1,2017,15000000,12786053,11617139,24403192,9403192,38.53,John Lee Hancock,1956.0,
By the Sea,Drama,Drama,[],mid,11,2015,20000000,538460,3189286,3727746,-16272254,-436.52,Bladimir Abud,1974.0,
Rango,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,3,2011,135000000,123477607,122246993,245724600,110724600,45.06,Gore Verbinski,1964.0,
The Lone Ranger,"Action,Adventure,Western",Action,"['Adventure', 'Western']",high,7,2013,275000000,89302115,170700000,260002115,-14997885,-5.77,Gore Verbinski,1964.0,
Boyhood,Drama,Drama,[],low,7,2014,4000000,25379975,31893074,57273049,53273049,93.02,Richard Linklater,1960.0,
Before Midnight,"Drama,Romance",Drama,['Romance'],low,5,2013,3000000,8110621,15141309,23251930,20251930,87.1,Richard Linklater,1960.0,
Alpha,"Crime,Drama,Fantasy",Crime,"['Drama', 'Fantasy']",high,8,2018,51000000,35851379,63773494,99624873,48624873,48.81,Nasiruddin Yousuff,,
Dark Phoenix,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,6,2019,350000000,42762350,107000000,149762350,-200237650,-133.7,Simon Kinberg,1973.0,
Won't Back Down,Sport,Sport,[],mid,9,2012,19000000,5310554,434949,5745503,-13254497,-230.69,Clay Porter,,
Cargo,Documentary,Documentary,[],low,10,2011,4200000,0,313230,313230,-3886770,-1240.87,Vincenzo Mineo,,
The Perfect Guy,"Crime,Drama,Horror",Crime,"['Drama', 'Horror']",mid,9,2015,18000000,57027435,3250731,60278166,42278166,70.14,David M. Rosenthal,1969.0,
Alex Cross,"Action,Crime,Mystery",Action,"['Crime', 'Mystery']",mid,10,2012,35000000,25888412,9538347,35426759,426759,1.2,Rob Cohen,1949.0,
The Boy Next Door,"Horror,Thriller",Horror,['Thriller'],low,1,2015,4000000,36006065,17395873,53401938,49401938,92.51,Rob Cohen,1949.0,
The Hurricane Heist,"Action,Adventure,Crime",Action,"['Adventure', 'Crime']",mid,3,2018,40000000,6115824,24847860,30963684,-9036316,-29.18,Rob Cohen,1949.0,
The Descendants,Drama,Drama,[],mid,11,2011,20000000,82624961,92882839,175507800,155507800,88.6,Yaser Talebi,,
Rise of the Planet of the Apes,"Action,Drama,Sci-Fi",Action,"['Drama', 'Sci-Fi']",high,8,2011,93000000,176760185,294226015,470986200,377986200,80.25,Rupert Wyatt,1972.0,
Captive State,"Sci-Fi,Thriller",Sci-Fi,['Thriller'],mid,3,2019,25000000,5958315,3034985,8993300,-16006700,-177.98,Rupert Wyatt,1972.0,
Testament of Youth,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,6,2015,10000000,1822250,4824419,6646669,-3353331,-50.45,James Kent,,
Water & Power,"Crime,Drama",Crime,['Drama'],low,5,2014,600000,42557,0,42557,-557443,-1309.87,Richard Montoya,,
Sleight,"Action,Drama,Sci-Fi",Action,"['Drama', 'Sci-Fi']",low,4,2017,250000,3930990,3460,3934450,3684450,93.65,J.D. Dillard,,
Believe,Drama,Drama,[],low,12,2016,3500000,890303,0,890303,-2609697,-293.12,Paul Cox,,
Nocturnal Animals,"Drama,Thriller",Drama,['Thriller'],mid,11,2016,22500000,10663357,21735324,32398681,9898681,30.55,Tom Ford,1961.0,
Stranded,Documentary,Documentary,[],low,7,2013,1900000,0,285593,285593,-1614407,-565.28,Andy Nehl,,
The Virginity Hit,Comedy,Comedy,[],low,9,2010,2000000,636706,0,636706,-1363294,-214.12,Huck Botko,,
Thoroughbreds,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",mid,3,2018,5000000,3072605,114697,3187302,-1812698,-56.87,Cory Finley,,
The Act of Killing,"Crime,Documentary",Crime,['Documentary'],low,7,2013,1000000,486919,740397,1227316,227316,18.52,Christine Cynn,,
Dying of the Light,"Drama,Thriller",Drama,['Thriller'],mid,12,2014,5000000,0,74639,74639,-4925361,-6598.91,Paul Schrader,1946.0,
The Canyons,"Drama,Thriller",Drama,['Thriller'],low,8,2013,250000,59671,2704,62375,-187625,-300.8,Paul Schrader,1946.0,
First Reformed,"Drama,Mystery,Thriller",Drama,"['Mystery', 'Thriller']",low,5,2018,3500000,3448256,426516,3874772,374772,9.67,Paul Schrader,1946.0,
Snitch,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",mid,2,2013,15000000,42930462,14977272,57907734,42907734,74.1,Ric Roman Waugh,1968.0,
Ant-Man,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,7,2015,130000000,180202163,338656286,518858449,388858449,74.94,Peyton Reed,1964.0,
Ant-Man and the Wasp,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,7,2018,130000000,216648740,406495920,623144660,493144660,79.14,Peyton Reed,1964.0,
Dangerous Liaisons,"Drama,Mystery,Romance",Drama,"['Mystery', 'Romance']",mid,11,2012,24200000,17000,10430579,10447579,-13752421,-131.63,Jin-ho Hur,1963.0,
Blended,"Comedy,Romance",Comedy,['Romance'],mid,5,2014,45000000,46290741,81700000,127990741,82990741,64.84,Frank Coraci,1966.0,
Zookeeper,"Comedy,Family,Romance",Comedy,"['Family', 'Romance']",high,7,2011,80000000,80360866,90444659,170805525,90805525,53.16,Frank Coraci,1966.0,
Here Comes the Boom,"Action,Comedy,Sport",Action,"['Comedy', 'Sport']",mid,10,2012,42000000,45290318,27948940,73239258,31239258,42.65,Frank Coraci,1966.0,
The Judge,Documentary,Documentary,[],high,10,2014,50000000,47119388,29000000,76119388,26119388,34.31,Erika Cohn,,
