movie,genres,main_genre,subgenres,release_month,release_year,budget,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,ROI
Room,"Drama,Thriller",Drama,['Thriller'],10,2015,mid,13000000,14677674,21585109,36262783,23262783,278.9444846153846
The Diary of a Teenage Girl,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",8,2015,low,2000000,1477002,802957,2279959,279959,113.99794999999999
The Boy Next Door,"Horror,Thriller",Horror,['Thriller'],1,2015,low,4000000,36006065,17395873,53401938,49401938,1335.04845
Bitter Harvest,"Drama,Romance,War",Drama,"['Romance', 'War']",2,2017,mid,21000000,557241,48921,606162,-20393838,2.8864857142857145
Fantastic Beasts and Where to Find Them,"Adventure,Family,Fantasy",Adventure,"['Family', 'Fantasy']",11,2016,high,180000000,234037575,568365278,802402853,622402853,445.7793627777778
Brooklyn,"Drama,Music,Musical",Drama,"['Music', 'Musical']",11,2015,mid,11000000,38322743,23753398,62076141,51076141,564.3285545454545
Fences,"Drama,Family",Drama,['Family'],12,2016,mid,24000000,57682904,6599977,64282881,40282881,267.8453375
Son of God,"Biography,Drama,History",Biography,"['Drama', 'History']",2,2014,mid,22000000,59700064,11249729,70949793,48949793,322.4990590909091
I Am Wrath,"Action,Crime,Drama",Action,"['Crime', 'Drama']",4,2016,mid,18000000,0,309608,309608,-17690392,1.7200444444444445
Incarnate,"Horror,Thriller",Horror,['Thriller'],12,2016,mid,5000000,4799774,4571262,9371036,4371036,187.42072000000002
Risen,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",2,2016,mid,20000000,36880033,9375730,46255763,26255763,231.27881499999998
It Follows,"Horror,Mystery",Horror,['Mystery'],3,2015,low,2000000,14674077,8576678,23250755,21250755,1162.5377500000002
The Bounce Back,"Comedy,Romance",Comedy,['Romance'],12,2016,low,3000000,321910,99494,421404,-2578596,14.046800000000001
Sully,"Biography,Drama",Biography,['Drama'],9,2016,high,60000000,125070033,113454523,238524556,178524556,397.5409266666667
The Three Musketeers,Adventure,Adventure,[],10,2011,high,90000000,20377913,119500000,139877913,49877913,155.41990333333334
Creative Control,"Drama,Sci-Fi",Drama,['Sci-Fi'],3,2016,low,1000000,63014,0,63014,-936986,6.3014
Welcome to Marwen,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",12,2018,mid,45000000,10763520,2111402,12874922,-32125078,28.610937777777778
The Revenant,Horror,Horror,[],12,2015,high,135000000,183637894,349300408,532938302,397938302,394.7691125925926
London Has Fallen,"Action,Thriller",Action,['Thriller'],3,2016,high,60000000,62524260,132669825,195194085,135194085,325.323475
War Horse,Drama,Drama,[],12,2011,high,70000000,79883359,76932170,156815529,86815529,224.02218428571427
Logan,"Action,Drama,Sci-Fi",Action,"['Drama', 'Sci-Fi']",3,2017,high,127000000,226277068,389184326,615461394,488461394,484.61527086614177
American Ultra,"Action,Comedy,Sci-Fi",Action,"['Comedy', 'Sci-Fi']",8,2015,mid,28000000,14439985,15855043,30295028,2295028,108.19652857142856
Still Alice,Drama,Drama,[],1,2015,mid,5000000,18656400,23043212,41699612,36699612,833.99224
Regression,"Crime,Horror,Mystery",Crime,"['Horror', 'Mystery']",10,2015,mid,20000000,55039,15769335,15824374,-4175626,79.12187
Annabelle,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",10,2014,mid,6500000,84273813,172589107,256862920,250362920,3951.7372307692303
Pan,"Adventure,Comedy,Family",Adventure,"['Comedy', 'Family']",10,2015,high,150000000,35088320,116437653,151525973,1525973,101.01731533333333
Jigsaw,"Crime,Horror,Mystery",Crime,"['Horror', 'Mystery']",10,2017,mid,10000000,38052832,64392364,102445196,92445196,1024.45196
Compadres,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",4,2016,low,3000000,3127773,4317271,7445044,4445044,248.16813333333334
Max,"Adventure,Drama,Family",Adventure,"['Drama', 'Family']",6,2015,mid,20000000,42656255,1001902,43658157,23658157,218.290785
Transformers: The Last Knight,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",6,2017,high,217000000,130168683,472724657,602893340,385893340,277.8310322580645
The Brothers Grimsby,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",3,2016,mid,35000000,6864016,21856454,28720470,-6279530,82.05848571428571
X-Men: Apocalypse,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",5,2016,high,178000000,155442489,387095057,542537546,364537546,304.7963741573034
Jack Reacher: Never Go Back,"Action,Thriller",Action,['Thriller'],10,2016,high,60000000,58697076,101249413,159946489,99946489,266.57748166666664
Sicario,"Action,Crime,Drama",Action,"['Crime', 'Drama']",9,2015,mid,30000000,46889293,37504456,84393749,54393749,281.3124966666666
Fist Fight,Comedy,Comedy,[],2,2017,mid,25000000,32187017,8099399,40286416,15286416,161.145664
Murder on the Orient Express,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",11,2017,high,55000000,102826543,243096187,345922730,290922730,628.9504181818182
Ferdinand,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",12,2017,high,111000000,84410380,205437550,289847930,178847930,261.12426126126127
A Monster Calls,"Animation,Drama,Fantasy",Animation,"['Drama', 'Fantasy']",1,2017,mid,43000000,3740823,42673707,46414530,3414530,107.94076744186047
Ice Age: Collision Course,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",7,2016,high,105000000,64063008,338093674,402156682,297156682,383.0063638095238
The Last Station,Documentary,Documentary,[],1,2010,mid,18000000,6617867,9078279,15696146,-2303854,87.20081111111111
Paul Blart: Mall Cop 2,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",4,2015,mid,38000000,71091594,36559052,107650646,69650646,283.29117368421055
War for the Planet of the Apes,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",7,2017,high,152000000,146880162,342712105,489592267,337592267,322.10017565789474
10 Days in a Madhouse,Drama,Drama,[],11,2015,mid,12000000,14616,0,14616,-11985384,0.12179999999999999
The Hateful Eight,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",12,2015,high,62000000,54117416,93747470,147864886,85864886,238.49175161290322
The Lobster,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",3,2016,low,4500000,9196278,8823556,18019834,13519834,400.4407555555556
Despicable Me 3,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",6,2017,high,75000000,264624300,770103450,1034727750,959727750,1379.637
Z Storm,"Action,Crime",Action,['Crime'],8,2015,mid,7000000,0,2053330,2053330,-4946670,29.33328571428571
Sing,"Animation,Comedy,Family",Animation,"['Comedy', 'Family']",12,2016,high,75000000,270329045,364125744,634454789,559454789,845.9397186666667
The Nut Job 2: Nutty by Nature,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",8,2017,mid,40000000,28370522,29067867,57438389,17438389,143.59597250000002
The Walk,"Adventure,Biography,Drama",Adventure,"['Biography', 'Drama']",9,2015,mid,35000000,10161183,51330921,61492104,26492104,175.6917257142857
Captain America: Civil War,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",5,2016,high,250000000,408084349,731985064,1140069413,890069413,456.0277652
Race,"Biography,Drama,Sport",Biography,"['Drama', 'Sport']",2,2016,mid,5000000,19115191,4630581,23745772,18745772,474.91544
Thor: Ragnarok,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",11,2017,high,180000000,315058289,531921735,846980024,666980024,470.5444577777778
Housebound,"Comedy,Horror,Mystery",Comedy,"['Horror', 'Mystery']",10,2014,low,1500000,0,236863,236863,-1263137,15.790866666666666
The Word,"Drama,Thriller",Drama,['Thriller'],3,2014,low,200000,3648,0,3648,-196352,1.8239999999999998
